Aircraft Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftID,EquipmentType,TypeCode,Year,Make,Model,Category,Class,GearType,EngineType,Complex,HighPerformance,Pressurized,TAA
1998-12-02,PH-BVL,,,,,,,,,,110,0,0,0,,0,,,,1,1,0,0,1,0,90,0.0,0.0,,,0,,,,,,,110,,,,,,SELF,MULLER P.,,,,,,,,,,,,,,,,,buitenland nav + basic IF
1998-12-17,PH-BVL,,,,,,,,,,115,0,0,0,,0,,,,5,5,0,0,5,0,0,0.0,0.0,,,0,,,,,,,115,,,,,,SELF,MULLER P.,,,,,,,,,,,,,,,,,examentraining A1 + IF
1998-12-21,PH-VRW,,,,,,,,,,70,0,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,70,,,,,,SELF,MULLER P.,,,,,,,,,,,,,,,,,examentraining A1 + IF
1998-12-27,PH-VRW,,,,,,,,,,75,0,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,75,,,,,,SELF,MULLER P.,,,,,,,,,,,,,,,,,examentraining A1 + IF
1998-12-29,PH-VRW,,,,,,,,,,130,0,0,0,,0,,,,4,4,0,0,4,0,0,0.0,0.0,,,0,,,,,,,130,,,,,,SELF,,,,,,,,,,,,,,,,,,"A1 exam, herexam groep 5"
1999-01-10,PH-BVL,,,,,,,,,,80,0,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,80,,,,,,SELF,MULLER P.,,,,,,,,,,,,,,,,,basic IF + nav
1999-01-27,PH-VRW,,,,,,,,,,60,0,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,60,,,,,,SELF,MULLER P.,,,,,,,,,,,,,,,,,examentraining A1 + IF
1999-01-27,PH-VRW,,,,,,,,,,75,0,0,0,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,75,,,,,,SELF,,,,,,,,,,,,,,,,,,"A1 exam, geslaagd"
1999-02-06,PH-BVL,,,,,,,,,,45,45,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-02-06,PH-BVL,,,,,,,,,,50,50,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-02-06,PH-BVL,,,,,,,,,,40,40,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-02-13,PH-BVL,,,,,,,,,,70,70,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-02-20,PH-BVL,,,,,,,,,,60,60,0,0,,60,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-02-20,PH-BVL,,,,,,,,,,45,45,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-02-20,PH-BVL,,,,,,,,,,65,65,0,0,,65,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-02-28,PH-ASY,,,,,,,,,,60,60,0,0,,60,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-02-28,PH-ASY,,,,,,,,,,45,45,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-03,PH-GVE,,,,,,,,,,35,35,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,PH-GVE checkout
1999-03-05,PH-GVE,,,,,,,,,,150,150,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,x-c overland
1999-03-05,PH-GVE,,,,,,,,,,30,30,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-05,PH-GVE,,,,,,,,,,180,180,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-10,PH-GVE,,,,,,,,,,170,170,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-10,PH-GVE,,,,,,,,,,95,95,0,0,,95,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-11,PH-GVE,,,,,,,,,,50,50,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-21,PH-GVE,,,,,,,,,,95,95,0,0,,95,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-27,PH-GVE,,,,,,,,,,60,60,0,0,,60,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-27,PH-GVE,,,,,,,,,,50,50,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-28,PH-GVE,,,,,,,,,,75,75,0,0,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-28,PH-GVE,,,,,,,,,,70,70,0,0,,70,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-03-28,PH-GVE,,,,,,,,,,90,90,0,0,,90,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-04-05,PH-GVE,,,,,,,,,,85,85,0,0,,85,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-04-11,PH-GVE,,,,,,,,,,45,45,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-04-11,PH-GVE,,,,,,,,,,65,65,0,0,,65,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-04-15,PH-LIN,,,,,,,,,,60,60,0,0,,60,,,,3,3,0,0,3,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,const prop checkout
1999-04-17,PH-LIN,,,,,,,,,,155,155,0,0,,155,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-04-18,PH-LIN,,,,,,,,,,130,130,0,0,,130,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-01,PH-SKF,,,,,,,,,,50,50,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-02,PH-LIN,,,,,,,,,,70,70,0,0,,70,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-02,PH-LIN,,,,,,,,,,75,75,0,0,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-07,N3994F,,,,,,,,,,84,0,0,0,,0,,,,4,4,0,0,4,0,0,0.0,0.0,,,0,,,,,,,84,,,,,,SELF,,,,,,,,,,,,,,,,,,"slow flt,steep turns, stalls & recoveries, t&goes"
1999-05-07,N170ND,,,,,,,,,,132,0,0,132,,0,,,,0,0,12,12,12,0,18,0.0,0.0,,,0,,,,,,,132,,,,,,SELF,,,,,,,,,,,,,,,,,,"night operations, ALS, D, t/goÂ´s"
1999-05-08,N170ND,,,,,,,,,,126,126,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-08,N170ND,,,,,,,,,,66,0,0,0,,0,,,,2,2,0,0,2,0,0,0.0,0.0,,,0,,,,,,,66,,,,,,SELF,,,,,,,,,,,,,,,,,,complex & high-performance checkout
1999-05-09,N170ND,,FarmerÂ´s Cay,,,,,,,,84,84,0,0,,84,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,FarmerÂ´s Cay
1999-05-10,N170ND,FarmerÂ´s Cay,,,,,,,,,72,72,0,0,,72,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,FarmerÂ´s Cay
1999-05-10,N170ND,,,,,,,,,,36,36,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-10,N170ND,,FarmerÂ´s Cay,,,,,,,,24,24,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,FarmerÂ´s Cay
1999-05-10,N170ND,FarmerÂ´s Cay,,,,,,,,,48,48,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,FarmerÂ´s Cay
1999-05-11,N170ND,,,,,,,,,,150,150,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-12,N170ND,,,,,,,,,,54,54,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-12,N170ND,,,,,,,,,,60,60,0,0,,60,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-12,N170ND,,,,,,,,,,66,66,0,0,,66,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-12,N170ND,,,,,,,,,,234,234,0,234,,234,,,,0,0,3,3,3,0,0,0.0,0.0,,,0,,,,,,,234,,,,,,SELF,,,,,,,,,,,,,,,,,,"ILS09R TMB, night x-c, ILS14 SRQ"
1999-05-13,N170ND,,,,,,,,,,84,84,0,0,,84,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-13,N170ND,,,,,,,,,,66,66,0,0,,66,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-16,N170ND,,,,,,,,,,42,42,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-16,N170ND,,FarmerÂ´s Cay,,,,,,,,96,96,0,0,,96,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,FarmerÂ´s Cay
1999-05-17,N170ND,FarmerÂ´s Cay,,,,,,,,,24,24,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,FarmerÂ´s Cay
1999-05-17,N170ND,,,,,,,,,,306,306,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-17,N170ND,,,,,,,,,,228,228,0,0,,228,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-20,N170ND,,,,,,,,,,300,300,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-20,N170ND,,,,,,,,,,156,156,0,0,,156,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-20,N170ND,,FarmerÂ´s Cay,,,,,,,,30,30,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,FarmerÂ´s Cay
1999-05-20,N170ND,FarmerÂ´s Cay,,,,,,,,,60,60,0,0,,60,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,FarmerÂ´s Cay
1999-05-20,N170ND,,,,,,,,,,108,108,0,0,,108,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-05-20,N170ND,,,,,,,,,,48,48,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-06-10,PH-GVE,,,,,,,,,,75,75,0,0,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-06-13,PH-SKF,,,,,,,,,,35,35,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,
1999-06-24,UR-BLH,,,,,,,,,,35,35,0,0,,0,,,,3,3,0,0,3,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,checkout Yak 52
1999-06-24,UR-BLA,,,,,,,,,,30,30,0,0,,0,,,,6,6,0,0,6,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,Yak 52 circuits
1999-06-24,UR-BLA,,,,,,,,,,25,25,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,"stalls, spins, rolls, loops"
1999-06-24,UR-BLA,,,,,,,,,,60,60,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,"loops, rolls, slow flight"
1999-06-25,UR-BLA,,,,,,,,,,100,100,0,0,,100,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-06-25,UR-BLA,,,,,,,,,,85,85,0,0,,85,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-07-03,PH-ASY,,,,,,,,,,65,65,0,0,,65,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-07-15,PH-DAG,,,,,,,,,,60,60,0,0,,0,,,,5,5,0,0,5,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,M20J checkout
1999-07-16,PH-PIE,,,,,,,,,,33,33,0,0,,0,,,,2,2,0,0,2,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,checkout PA28RT-201T
1999-07-16,PH-PIE,,,,,,,,,,140,140,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-07-18,PH-PIE,,,,,,,,,,127,127,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-07-25,PH-GVE,,,,,,,,,,55,55,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-07-25,PH-GVE,,,,,,,,,,50,50,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-07-25,PH-GVE,,,,,,,,,,60,60,0,0,,60,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-07-31,PH-DAG,,,,,,,,,,125,125,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-08-01,PH-DAG,,,,,,,,,,120,120,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-08-14,PH-DAG,,,,,,,,,,205,205,0,0,,205,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-08-14,PH-DAG,,,,,,,,,,125,125,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-08-19,PH-DAG,,,,,,,,,,260,260,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-08-29,PH-VRW,,,,,,,,,,25,25,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,local flight
1999-09-05,PH-BVL,,,,,,,,,,40,40,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-09-05,PH-BVL,,,,,,,,,,50,50,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-09-11,PH-GVE,,,,,,,,,,60,60,0,0,,60,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-09-11,PH-GVE,,,,,,,,,,75,75,0,0,,75,,,,4,4,0,0,4,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,"x/c, NDB intercepts, slow flight"
1999-09-12,PH-LFD,,,,,,,,,,60,60,0,0,,0,,,,3,3,0,0,3,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,PA32R check-out
1999-09-17,PH-LFD,,,,,,,,,,65,65,0,0,,0,,,,5,5,0,0,5,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,PA32R check-out
1999-09-26,PH-LFD,,,,,,,,,,65,65,0,0,,0,,,,10,10,0,0,10,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,PA32R check-out
1999-09-26,PH-SKF,,,,,,,,,,35,35,0,0,,0,,,,2,2,0,0,2,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-09-26,PH-SKF,,,,,,,,,,75,75,0,0,,75,,,,3,3,0,0,3,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-10-30,PH-LFD,,,,,,,,,,75,75,0,0,,75,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-10-30,PH-LFD,,,,,,,,,,55,55,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-11-14,PH-SKF,,,,,,,,,,35,35,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,local flight
1999-11-21,PH-GVE,,,,,,,,,,55,55,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,local flight
1999-11-22,PH-EVS,,,,,,,,,,60,0,0,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,PASANISI A.,,,,,,,,,,,,,,,,"basic IF airwork, holds, intercepts"
1999-11-28,PH-GVE,,,,,,,,,,65,65,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,local flight
1999-12-26,PH-GVE,,,,,,,,,,25,25,0,0,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,local flight
1999-12-29,PH-GVE,,,,,,,,,,45,45,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
1999-12-29,PH-GVE,,,,,,,,,,45,45,0,0,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
2000-01-08,PH-GVE,,,,,,,,,,195,195,0,0,,195,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
2000-01-09,PH-GVE,,,,,,,,,,125,125,0,0,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,vfr x/c
2000-01-25,PH-VRW,,,,,,,,,,35,35,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,local flight
2000-02-06,N47455,,,,,,,,,,66,66,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,66,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-06,N4826Q,,,,,,,,,,72,72,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,72,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-06,N4826Q,,,,,,,,,,78,78,0,78,,0,,,,0,0,1,1,1,0,0,0.0,0.0,,,0,,,,,,,78,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-07,N4826Q,,,,,,,,,,102,102,0,0,,0,,,,2,2,0,0,2,0,0,0.0,0.0,,,0,,,,,,,102,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-07,132,,,,,,,,,,60,0,0,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-08,132,,,,,,,,,,66,0,0,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-08,N4826Q,,,,,,,,,,90,90,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,90,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-09,N4826Q,,,,,,,,,,54,54,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,54,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-09,N4826Q,,,,,,,,,,96,96,0,0,,0,,,,4,4,0,0,4,0,0,0.0,0.0,,,0,,,,,,,96,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-10,N4826Q,,,,,,,,,,108,108,0,0,,108,,,,2,2,0,0,2,0,60,0.0,0.0,,,0,,,,,,,108,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-10,N4826Q,,,,,,,,,,78,78,0,0,,0,,,,2,2,0,0,2,0,24,0.0,0.0,,,0,,,,,,,78,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-11,N4826Q,,,,,,,,,,66,66,0,0,,66,,,,2,2,0,0,2,0,0,0.0,0.0,,,0,,,,,,,66,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-12,N4826Q,,,,,,,,,,252,252,0,252,,252,,,,0,0,3,3,3,0,138,0.0,0.0,,,0,,,,,,,252,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-13,132,,,,,,,,,,90,0,0,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-14,N21803,,,,,,,,,,114,114,0,0,,0,,,,1,1,0,0,1,0,18,0.0,0.0,,,0,,,,,,,114,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-14,132,,,,,,,,,,66,0,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-15,N39WT,,,,,,,,,,72,72,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,72,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-15,N39WT,,,,,,,,,,90,90,0,60,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,90,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-16,132,,,,,,,,,,84,0,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-16,N4826Q,,,,,,,,,,126,126,0,0,,0,,,,2,2,0,0,2,0,96,0.0,0.0,,,0,,,,,,,126,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-16,132,,,,,,,,,,30,0,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-17,N4826Q,,,,,,,,,,90,90,0,0,,90,,,,2,2,0,0,2,0,12,0.0,0.0,,,0,,,,,,,90,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-17,132,,,,,,,,,,138,0,0,0,,0,,,,0,0,0,0,0,0,0,0.0,0.0,,,0,,,,,,,0,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
2000-02-18,N4826Q,,,,,,,,,,48,48,0,0,,0,,,,1,1,0,0,1,0,0,0.0,0.0,,,0,,,,,,,48,,,,,,SELF,,,,,,,,,,,,,,,,,,IFR - basic training
